State,District,Block,total_recharge_ham,annual_extractable_resource_ham,total_extraction_ham,stage_of_extraction_pct,category
14,260,2382,15592,13431,14093,104.93,Over-Exploited
14,260,7306,15435,11769,6449,54.8,Safe
14,260,6607,8864,8058,6351,78.82,Semi-Critical
14,260,2386,15131,12529,6115,48.81,Safe
17,740,2483,18217,13367,9531,71.3,Semi-Critical
17,740,2486,12833,10814,8639,79.89,Semi-Critical
17,273,2450,16261,13040,10744,82.39,Semi-Critical
17,273,2453,11788,10200,6689,65.58,Safe
17,273,2454,5226,4810,2181,45.34,Safe
17,657,2464,16739,13430,11532,85.87,Semi-Critical
17,657,2466,5264,4066,3016,74.18,Semi-Critical
17,274,2455,14587,10263,5088,49.58,Safe
17,274,2456,16749,14131,14909,105.51,Over-Exploited
17,274,7185,18745,15006,16040,106.89,Over-Exploited
17,274,7186,5645,4480,4478,99.96,Critical
17,274,2457,19546,14576,14440,99.07,Critical
17,274,2458,12544,10129,4751,46.9,Safe
17,274,2459,18706,17697,19385,109.54,Over-Exploited
17,274,2460,10569,8185,5567,68.01,Safe
17,274,2461,7990,6790,3491,51.41,Safe
17,274,2462,18675,16697,16170,96.84,Critical
17,274,7183,15091,13390,7471,55.8,Safe
17,656,7184,7504,5869,4509,76.83,Semi-Critical
17,656,2451,15964,13612,6664,48.96,Safe
17,656,2452,18537,17013,12457,73.22,Semi-Critical
17,276,7182,18269,12858,10166,79.06,Semi-Critical
17,276,2468,14346,11604,8263,71.21,Semi-Critical
17,276,2469,5587,4224,1895,44.86,Safe
17,276,2470,17763,14159,10469,73.94,Semi-Critical
17,277,2471,15013,12070,8790,72.83,Semi-Critical
17,277,2472,14177,12570,7329,58.31,Safe
17,277,2473,9079,6568,6864,104.51,Over-Exploited
17,277,2474,8348,6913,4786,69.23,Safe
17,663,2475,11299,9503,9549,100.48,Over-Exploited
17,663,7180,8831,7272,3467,47.68,Safe
17,663,2482,14433,12743,7941,62.32,Safe
17,658,2484,13381,10650,5574,52.34,Safe
17,658,2488,18728,17533,12025,68.58,Safe
17,278,2476,14172,11627,5559,47.81,Safe
17,278,2477,14890,12549,8893,70.87,Semi-Critical
17,278,7181,6715,6086,3941,64.76,Safe
17,278,2478,15785,12135,6750,55.62,Safe
17,278,2479,17328,12455,10580,84.95,Semi-Critical
17,278,2480,11450,10041,10700,106.56,Over-Exploited
17,278,2481,18230,14962,8153,54.49,Safe
17,275,2463,17625,16287,14629,89.82,Semi-Critical
17,275,2465,10433,9866,9073,91.96,Critical
17,275,2467,6098,4877,3651,74.86,Semi-Critical
17,279,2485,12096,9723,9998,102.83,Over-Exploited
17,279,2487,7326,5875,6324,107.64,Over-Exploited
15,261,2387,16439,12841,8392,65.35,Safe
15,261,2388,14087,12613,10793,85.57,Semi-Critical
15,261,2390,11416,10157,8771,86.35,Semi-Critical
15,261,2391,11980,9819,6701,68.25,Safe
15,262,6520,11763,8365,5200,62.16,Safe
15,262,2392,6674,5188,5466,105.36,Over-Exploited
15,726,2401,16101,12447,11861,95.29,Critical
15,728,2393,12950,11690,5612,48.01,Safe
15,263,6521,14122,10194,4933,48.39,Safe
15,263,2395,17576,15843,16568,104.58,Over-Exploited
15,264,2396,13915,12068,5514,45.69,Safe
15,264,2397,16132,14246,12563,88.19,Semi-Critical
15,264,2398,19607,15843,8851,55.87,Safe
15,264,2399,11049,9611,4081,42.46,Safe
15,265,2400,6089,5189,2292,44.17,Safe
15,265,2402,9578,8545,5652,66.14,Safe
15,265,2403,14127,11466,5209,45.43,Safe
15,266,2404,15487,12671,10360,81.76,Semi-Critical
15,266,2405,5155,4437,3785,85.31,Semi-Critical
15,266,2406,14262,10368,6857,66.14,Safe
15,267,2407,6958,5629,5178,91.99,Critical
15,267,2409,15693,14798,10995,74.3,Semi-Critical
15,727,2394,11344,8047,5642,70.11,Semi-Critical
15,727,2389,10779,8396,5750,68.48,Safe
15,268,6519,17411,13554,9511,70.17,Semi-Critical
15,268,6516,11144,9565,10306,107.75,Over-Exploited
13,244,6749,10063,7310,6410,87.69,Semi-Critical
13,244,6748,8830,7568,4697,62.06,Safe
13,244,2313,14046,10165,9287,91.36,Critical
13,244,2314,13831,10010,6318,63.12,Safe
13,244,2315,15430,13609,6641,48.8,Safe
13,244,2316,14794,11554,8466,73.27,Semi-Critical
13,614,6758,11659,11010,10192,92.57,Critical
13,614,6511,5441,3859,2563,66.42,Safe
13,614,6757,11040,8956,9031,100.84,Over-Exploited
13,614,6512,19126,13929,9344,67.08,Safe
13,614,6513,10925,8607,5550,64.48,Safe
13,245,6738,19478,18495,20321,109.87,Over-Exploited
13,245,2317,12358,11396,8407,73.77,Semi-Critical
13,245,6739,9628,6855,6605,96.35,Critical
13,245,2318,11370,9560,9210,96.34,Critical
13,245,2320,14528,12522,13128,104.84,Over-Exploited
13,245,6737,16892,12709,5838,45.94,Safe
13,245,2323,5948,4379,2582,58.96,Safe
13,615,6514,16565,15340,14380,93.74,Critical
13,615,6747,13179,12417,9856,79.38,Semi-Critical
13,615,6515,11115,10536,8341,79.17,Semi-Critical
13,246,2324,5459,4899,2529,51.62,Safe
13,246,6740,12568,10882,6494,59.68,Safe
13,246,2325,9646,7585,5802,76.49,Semi-Critical
13,246,2326,5392,4005,2379,59.4,Safe
13,246,2327,17130,12329,6746,54.72,Safe
13,246,2328,6787,5927,2734,46.13,Safe
13,246,2329,18132,16249,8270,50.9,Safe
13,246,6742,12374,11218,10524,93.81,Critical
13,246,6741,15449,14343,12953,90.31,Critical
13,247,6750,6138,5646,2439,43.2,Safe
13,247,6751,17000,16148,8757,54.23,Safe
13,247,2330,9741,7413,5873,79.23,Semi-Critical
13,247,2331,12418,11062,6923,62.58,Safe
13,247,2332,11362,9619,9390,97.62,Critical
13,247,2333,7454,5704,5415,94.93,Critical
13,247,2334,14658,13858,14192,102.41,Over-Exploited
13,247,2335,8674,8018,6366,79.4,Semi-Critical
13,613,6756,6377,4668,3017,64.63,Safe
13,613,2319,11701,8267,6814,82.42,Semi-Critical
13,613,2321,7597,6625,3063,46.23,Safe
13,613,2322,5141,4375,1779,40.66,Safe
13,248,6754,7659,7153,2946,41.19,Safe
13,248,6755,9596,7278,4987,68.52,Safe
13,248,2336,14031,10117,5662,55.97,Safe
13,248,2337,16810,12856,6558,51.01,Safe
13,248,2338,18970,13368,11105,83.07,Semi-Critical
13,248,2339,10661,7558,8287,109.65,Over-Exploited
13,248,2340,11142,10347,5426,52.44,Safe
13,248,6753,17109,13481,10548,78.24,Semi-Critical
13,249,2341,10626,8529,4126,48.38,Safe
13,249,2342,13787,9714,10238,105.39,Over-Exploited
13,249,2343,15096,11588,7001,60.42,Safe
13,249,2344,13472,12140,12320,101.48,Over-Exploited
13,249,2345,5423,4630,2769,59.81,Safe
13,249,6752,11999,10660,10278,96.42,Critical
13,249,2346,17557,14252,7789,54.65,Safe
13,249,2347,9249,7190,4349,60.49,Safe
13,249,2348,19949,16372,8754,53.47,Safe
13,250,2349,6750,5270,3082,58.48,Safe
13,250,6743,9757,8876,8737,98.43,Critical
13,250,2350,6967,5395,4571,84.73,Semi-Critical
13,250,6744,9088,7860,5377,68.41,Safe
13,250,2351,9178,6738,7277,108.0,Over-Exploited
13,250,2352,12789,11148,8086,72.53,Semi-Critical
13,250,2353,7946,7376,7957,107.88,Over-Exploited
13,251,6745,14641,12476,6707,53.76,Safe
13,251,2354,10394,8730,9020,103.32,Over-Exploited
13,251,2355,12880,12110,4961,40.97,Safe
13,251,2356,15523,13300,10396,78.17,Semi-Critical
13,251,6746,10075,7706,5364,69.61,Safe
13,251,6510,15412,11914,9144,76.75,Semi-Critical
13,251,2357,16981,14880,11716,78.74,Semi-Critical
13,251,2358,12230,10809,7267,67.23,Safe
21,344,3276,16002,12415,13640,109.87,Over-Exploited
21,344,3277,18947,14898,16142,108.35,Over-Exploited
21,344,3278,18686,17709,19005,107.32,Over-Exploited
21,344,3279,17920,13000,14109,108.53,Over-Exploited
21,344,3280,6531,5232,4997,95.51,Critical
21,344,3281,18074,12933,14123,109.2,Over-Exploited
21,344,3282,7990,7233,7411,102.46,Over-Exploited
21,344,3283,12155,8789,6074,69.11,Safe
21,345,3284,9493,8244,7826,94.93,Critical
21,345,3285,14335,10236,10629,103.84,Over-Exploited
21,345,3286,5933,5151,4629,89.87,Semi-Critical
21,345,3287,6460,5883,4094,69.59,Safe
21,345,3288,19140,15306,6827,44.6,Safe
21,345,3289,7723,6414,6200,96.66,Critical
21,345,3290,15704,12569,13410,106.69,Over-Exploited
21,345,3291,5285,4096,2677,65.36,Safe
21,345,3292,5264,4741,2400,50.62,Safe
21,345,3293,15559,11949,7510,62.85,Safe
21,345,3294,11816,10406,8406,80.78,Semi-Critical
21,345,3295,16639,12505,7776,62.18,Safe
21,345,3296,19424,14810,12254,82.74,Semi-Critical
21,345,3297,18965,14870,16011,107.67,Over-Exploited
21,346,3298,18514,15686,13639,86.95,Semi-Critical
21,346,3299,18108,14732,9632,65.38,Safe
21,346,3300,6762,5993,6322,105.49,Over-Exploited
21,346,3301,16240,12235,9738,79.59,Semi-Critical
21,346,3302,15573,10942,5360,48.99,Safe
21,346,3303,15461,13824,10358,74.93,Semi-Critical
21,346,3304,5040,4563,3912,85.73,Semi-Critical
21,346,3305,10827,7739,7636,98.67,Critical
21,346,3306,13259,11306,11933,105.55,Over-Exploited
21,346,3307,5987,4756,2959,62.22,Safe
21,346,3308,19087,17149,8726,50.88,Safe
21,346,3309,19849,18233,8235,45.17,Safe
21,347,3310,12804,11686,10714,91.68,Critical
21,347,3311,12789,11437,10940,95.65,Critical
21,347,3312,10717,8222,5644,68.65,Safe
21,347,3313,17200,15531,10516,67.71,Safe
21,347,3314,18943,15786,16858,106.79,Over-Exploited
21,347,3315,8198,5846,6089,104.16,Over-Exploited
21,347,3316,10374,8446,4757,56.32,Safe
21,347,3317,9790,9158,8668,94.65,Critical
21,347,3318,12183,11232,9388,83.58,Semi-Critical
21,347,3319,7524,5459,2772,50.78,Safe
21,347,3320,14277,12649,8218,64.97,Safe
21,347,3321,7479,6741,3533,52.41,Safe
21,348,3322,14885,11429,6932,60.65,Safe
21,348,3323,15507,12683,10535,83.06,Semi-Critical
21,348,3324,10154,8912,5905,66.26,Safe
21,348,3325,5778,4678,3161,67.57,Safe
21,348,3326,17781,12948,10070,77.77,Semi-Critical
21,348,3327,14777,12951,5971,46.1,Safe
21,348,3328,6492,6023,5524,91.72,Critical
21,349,3329,19078,16466,11216,68.12,Safe
21,349,3330,5660,5056,3722,73.62,Semi-Critical
21,349,3331,6348,5012,5423,108.2,Over-Exploited
21,350,3332,18615,13883,8899,64.1,Safe
21,350,3333,14491,12472,10648,85.38,Semi-Critical
21,350,3334,17132,13396,9038,67.47,Safe
21,350,3335,15178,13888,14249,102.6,Over-Exploited
21,350,3336,12851,9389,9320,99.27,Critical
21,350,3337,12156,9826,5592,56.91,Safe
21,350,3338,7044,5629,4977,88.42,Semi-Critical
21,350,3339,12368,11558,5150,44.56,Safe
21,350,3340,8516,6287,6753,107.41,Over-Exploited
21,350,3341,19216,13498,8696,64.42,Safe
21,350,3342,18635,14153,13902,98.23,Critical
21,350,3343,14250,12897,8033,62.29,Safe
21,350,3344,14168,10659,8984,84.29,Semi-Critical
21,350,3345,9577,7280,7924,108.85,Over-Exploited
21,351,3346,5727,4194,4251,101.36,Over-Exploited
21,351,3347,15719,13814,7076,51.22,Safe
21,351,3348,16328,11711,9172,78.32,Semi-Critical
21,352,3349,18319,14340,9234,64.39,Safe
21,352,3350,12468,9608,6764,70.4,Semi-Critical
21,352,3351,5342,4480,2843,63.46,Safe
21,352,3352,6447,5690,3614,63.51,Safe
21,352,3353,15571,12974,10116,77.97,Semi-Critical
21,352,3354,11581,10802,5772,53.43,Safe
21,352,3355,16851,15803,12265,77.61,Semi-Critical
21,352,3356,11317,8944,5324,59.53,Safe
21,353,3357,19894,17793,10716,60.23,Safe
21,353,3358,5526,4888,4482,91.69,Critical
21,353,3359,15088,13929,5860,42.07,Safe
21,353,3360,17946,14571,9713,66.66,Safe
21,353,3361,15265,12709,8709,68.53,Safe
21,353,3363,18107,14557,10766,73.96,Semi-Critical
21,353,3362,11748,10721,9309,86.83,Semi-Critical
21,354,3364,5405,4093,2696,65.87,Safe
21,354,3365,19567,14869,8165,54.91,Safe
21,354,3366,19868,15758,16063,101.94,Over-Exploited
21,354,3367,12986,9838,10691,108.67,Over-Exploited
21,354,3368,14765,12406,5136,41.4,Safe
21,354,3369,19099,14011,10963,78.25,Semi-Critical
21,354,3370,17792,13878,8870,63.91,Safe
21,354,3371,8740,8113,4818,59.39,Safe
21,354,3372,17466,14013,8898,63.5,Safe
21,354,3373,17419,15451,13090,84.72,Semi-Critical
21,354,3374,6846,4986,2660,53.35,Safe
21,354,3375,6478,4935,5127,103.89,Over-Exploited
21,354,3376,15587,14056,10208,72.62,Semi-Critical
21,354,3377,19875,17703,11115,62.79,Safe
21,354,3378,5771,4596,4301,93.58,Critical
21,354,3379,10525,9878,4064,41.14,Safe
21,354,3380,19411,18006,12645,70.23,Semi-Critical
21,354,3381,13770,12951,8401,64.87,Safe
21,354,3382,16093,12986,8268,63.67,Safe
21,354,3383,18803,14090,8960,63.59,Safe
21,354,3384,5193,4448,1876,42.18,Safe
21,354,3385,7007,6104,3091,50.64,Safe
21,355,3386,6185,4523,2258,49.92,Safe
21,355,3387,7394,6629,7239,109.2,Over-Exploited
21,355,3388,16190,11406,4739,41.55,Safe
21,355,3389,18672,15323,7921,51.69,Safe
21,355,3390,14984,11728,12688,108.19,Over-Exploited
21,355,3391,14302,12658,10629,83.97,Semi-Critical
21,355,3392,9005,7007,5013,71.54,Semi-Critical
21,355,3393,12429,11269,5128,45.51,Safe
21,356,3394,7261,6162,5353,86.87,Semi-Critical
21,356,3395,8736,7849,3896,49.64,Safe
21,356,3396,16985,16090,13995,86.98,Semi-Critical
21,356,3397,15128,13158,14282,108.54,Over-Exploited
21,356,3398,11716,11086,8562,77.23,Semi-Critical
21,356,3399,9875,6983,3839,54.98,Safe
21,356,3400,17549,13767,11532,83.77,Semi-Critical
21,356,3401,13921,10120,7681,75.9,Semi-Critical
21,356,3402,9378,7179,5550,77.31,Semi-Critical
21,356,3403,12815,11658,8564,73.46,Semi-Critical
21,357,3404,18778,13296,11589,87.16,Semi-Critical
21,357,3405,8451,7014,5613,80.03,Semi-Critical
21,357,3406,17649,14856,16206,109.09,Over-Exploited
21,357,3407,12616,10601,10368,97.8,Critical
21,357,3408,17728,14516,8496,58.53,Safe
21,358,3409,15332,13762,12496,90.8,Critical
21,358,3410,14836,10880,5984,55.0,Safe
21,358,3411,7800,6065,5747,94.76,Critical
21,358,3412,18154,15502,7802,50.33,Safe
21,358,3413,18735,16350,11959,73.14,Semi-Critical
21,358,3414,13333,10680,10182,95.34,Critical
21,358,3415,10410,9565,5701,59.6,Safe
21,358,3416,6455,5189,5116,98.59,Critical
21,358,3417,11892,9521,8101,85.09,Semi-Critical
21,358,3418,19163,13587,9215,67.82,Safe
21,358,3419,19135,16031,11163,69.63,Safe
21,358,3420,10808,9480,9936,104.81,Over-Exploited
21,358,3421,11796,8594,4747,55.24,Safe
21,359,3422,9796,7605,6733,88.53,Semi-Critical
21,359,3423,10093,9036,8088,89.51,Semi-Critical
21,359,3424,15288,12100,12653,104.57,Over-Exploited
21,359,3425,6325,4809,4324,89.91,Semi-Critical
21,359,3427,9976,8659,7006,80.91,Semi-Critical
21,359,3426,14405,10792,11134,103.17,Over-Exploited
21,359,3428,6159,5690,5578,98.03,Critical
21,359,3429,9650,7009,6320,90.17,Critical
21,359,3430,17691,15508,6556,42.27,Safe
21,359,3431,9987,8238,5449,66.14,Safe
21,359,3432,9697,8896,7493,84.23,Semi-Critical
21,359,3433,19118,13985,10706,76.55,Semi-Critical
21,360,3434,5340,4642,2894,62.34,Safe
21,360,3435,8828,7442,3729,50.11,Safe
21,360,3436,6968,5713,4496,78.7,Semi-Critical
21,360,3437,5703,4692,2815,60.0,Safe
21,360,3438,17605,15501,8728,56.31,Safe
21,360,3439,19953,18644,12664,67.93,Safe
21,360,3440,10482,7576,7196,94.98,Critical
21,360,3441,15621,11010,8163,74.14,Semi-Critical
21,360,3442,11376,10254,5655,55.15,Safe
21,361,3443,6800,4943,2381,48.17,Safe
21,361,3444,10463,9905,7421,74.92,Semi-Critical
21,361,3445,18860,16122,15413,95.6,Critical
21,361,3446,9912,8551,7327,85.69,Semi-Critical
21,361,3447,9648,7233,4068,56.24,Safe
21,361,3448,5855,4450,3140,70.56,Semi-Critical
21,361,3449,15004,12976,12958,99.86,Critical
21,361,3450,7866,7295,3825,52.43,Safe
21,361,3451,16834,15918,12295,77.24,Semi-Critical
21,361,3452,5182,3883,2521,64.92,Safe
21,361,3453,8112,5950,2897,48.69,Safe
21,361,3454,10670,7619,3313,43.48,Safe
21,361,3455,9492,8704,6868,78.91,Semi-Critical
21,362,3456,10823,8373,3470,41.44,Safe
21,362,3457,6517,4564,2156,47.24,Safe
21,362,3458,10002,7561,4863,64.32,Safe
21,362,3459,6356,4990,2148,43.05,Safe
21,362,3460,15366,14563,9907,68.03,Safe
21,362,3461,8629,7169,3521,49.11,Safe
21,362,3462,8628,6481,4179,64.48,Safe
21,362,3463,17288,13548,12922,95.38,Critical
21,362,3464,16431,12858,10780,83.84,Semi-Critical
21,362,3465,16883,11901,8470,71.17,Semi-Critical
21,363,3466,13210,9693,4500,46.43,Safe
21,363,3467,16595,14500,12084,83.34,Semi-Critical
21,363,3468,17871,13046,6713,51.46,Safe
21,363,3469,17743,13443,6097,45.35,Safe
21,363,3470,16196,12757,11032,86.48,Semi-Critical
21,363,3471,11132,9901,10281,103.84,Over-Exploited
21,363,3472,14324,12112,8749,72.23,Semi-Critical
21,363,3473,16531,14419,6181,42.87,Safe
21,363,3474,11588,9754,9912,101.62,Over-Exploited
21,363,3475,8311,7238,3234,44.68,Safe
21,363,3476,11048,7741,7797,100.72,Over-Exploited
21,363,3477,16564,15449,10416,67.42,Safe
21,363,3478,19937,14508,9514,65.58,Safe
21,363,3479,11246,9014,7030,77.99,Semi-Critical
21,364,3483,5987,5344,5717,106.98,Over-Exploited
21,364,3480,8321,6730,6925,102.9,Over-Exploited
21,364,3481,9615,9006,6567,72.92,Semi-Critical
21,364,3482,18146,14823,13149,88.71,Semi-Critical
21,364,3484,13365,12278,9899,80.62,Semi-Critical
21,364,3485,18654,16839,14909,88.54,Semi-Critical
21,364,3486,8741,8262,8101,98.05,Critical
21,365,3487,8052,7501,3181,42.41,Safe
21,365,3488,11574,10700,6719,62.79,Safe
21,365,3489,5726,5055,5416,107.14,Over-Exploited
21,365,3490,8760,6935,7382,106.45,Over-Exploited
21,365,3491,10806,7850,3201,40.78,Safe
21,365,3492,6875,5996,3243,54.09,Safe
21,365,3493,11993,11329,12412,109.56,Over-Exploited
21,365,3494,18969,16724,12459,74.5,Semi-Critical
21,365,3495,9033,8420,6744,80.1,Semi-Critical
21,365,3496,10443,9409,4859,51.64,Safe
21,365,3497,5989,4436,4551,102.59,Over-Exploited
21,365,3498,8744,6665,3744,56.17,Safe
21,365,3499,15878,12471,6643,53.27,Safe
21,365,3500,13611,10100,5652,55.96,Safe
21,365,3501,5593,4728,4934,104.36,Over-Exploited
21,365,3502,19820,18707,16686,89.2,Semi-Critical
21,365,3503,6774,6031,5657,93.8,Critical
21,365,3504,15651,12612,8373,66.39,Safe
21,365,3505,5935,4161,4312,103.63,Over-Exploited
21,365,3506,18395,14317,13638,95.26,Critical
21,365,3507,18424,15323,14180,92.54,Critical
21,365,3508,8808,6879,7426,107.95,Over-Exploited
21,365,3509,5331,3879,2545,65.61,Safe
21,365,3510,16641,13490,11165,82.77,Semi-Critical
21,365,3511,12922,9863,10227,103.69,Over-Exploited
21,365,3512,7702,7142,6810,95.35,Critical
21,366,3513,19376,14056,11165,79.43,Semi-Critical
21,366,3514,17198,12249,5553,45.33,Safe
21,366,3515,10889,7636,6543,85.69,Semi-Critical
21,366,3516,10054,7862,6042,76.85,Semi-Critical
21,366,3517,8868,7671,4057,52.89,Safe
21,366,3518,9200,8119,8261,101.75,Over-Exploited
21,366,3519,5201,4230,2708,64.02,Safe
21,366,3520,7497,6530,4383,67.12,Safe
21,366,3521,6842,5405,4706,87.07,Semi-Critical
21,366,3522,15058,13054,9688,74.21,Semi-Critical
21,367,3523,15188,10785,4988,46.25,Safe
21,367,3524,18577,14818,9945,67.11,Safe
21,367,3525,14101,12658,5900,46.61,Safe
21,367,3526,17497,15760,8408,53.35,Safe
21,367,3527,9658,8489,3438,40.5,Safe
21,367,3528,16381,12303,6482,52.69,Safe
21,367,3529,12544,9556,6032,63.12,Safe
21,367,3530,12718,12069,9374,77.67,Semi-Critical
21,368,3531,18851,13682,14277,104.35,Over-Exploited
21,368,3532,5770,4299,3345,77.81,Semi-Critical
21,368,3533,8155,5973,5339,89.39,Semi-Critical
21,368,3534,15693,12270,7980,65.04,Safe
21,368,3535,15906,11969,11084,92.61,Critical
21,369,3536,17916,14770,12323,83.43,Semi-Critical
21,369,3537,16777,13740,9918,72.18,Semi-Critical
21,369,3538,6628,6133,3285,53.56,Safe
21,369,3539,18989,13457,8242,61.25,Safe
21,369,3540,5386,4200,3505,83.45,Semi-Critical
21,369,3541,11031,9367,6540,69.82,Safe
21,369,3542,16613,14140,14459,102.26,Over-Exploited
21,369,3543,11439,9380,5293,56.43,Safe
21,369,3544,11401,10305,4649,45.11,Safe
21,369,3545,18392,13162,10694,81.25,Semi-Critical
21,369,3546,9008,8142,8306,102.01,Over-Exploited
21,370,3547,17285,14237,9329,65.53,Safe
21,370,3548,17555,12875,10987,85.34,Semi-Critical
21,370,3549,7466,6879,3865,56.19,Safe
21,370,3550,7282,6279,4966,79.09,Semi-Critical
21,370,3551,6856,5079,4828,95.06,Critical
21,370,3552,12980,9195,9258,100.69,Over-Exploited
21,370,3553,6998,5145,2436,47.35,Safe
21,370,3554,10476,8927,5797,64.94,Safe
21,370,3555,14428,10746,9109,84.77,Semi-Critical
21,370,3556,9669,7314,3103,42.43,Safe
21,370,3557,17336,12244,10816,88.34,Semi-Critical
21,371,3558,14342,12631,9721,76.96,Semi-Critical
21,371,3559,9318,8410,5062,60.19,Safe
21,371,3560,12064,10848,10525,97.02,Critical
21,371,3561,12446,9109,5493,60.3,Safe
21,371,3562,6431,5953,6512,109.39,Over-Exploited
21,371,3563,10624,9222,8958,97.14,Critical
21,371,3564,12461,11518,10315,89.56,Semi-Critical
21,371,3565,6819,5535,2451,44.28,Safe
21,371,3566,15516,12556,12970,103.3,Over-Exploited
21,372,3567,18749,16801,16012,95.3,Critical
21,372,3568,6130,4433,2483,56.01,Safe
21,372,3569,18969,15748,10623,67.46,Safe
21,372,3570,11563,10511,6180,58.8,Safe
21,372,3571,7658,6950,7569,108.91,Over-Exploited
21,372,3572,8500,7981,7964,99.79,Critical
21,373,3573,13566,11864,12470,105.11,Over-Exploited
21,373,3574,7120,5353,5096,95.2,Critical
21,373,3575,9020,6359,4574,71.93,Semi-Critical
21,373,3576,15213,12472,6782,54.38,Safe
21,373,3577,16897,13997,7637,54.56,Safe
21,373,3578,18341,13940,7056,50.62,Safe
21,373,3579,8259,6038,4725,78.25,Semi-Critical
21,373,3580,16627,14075,14693,104.39,Over-Exploited
21,373,3581,15081,13438,14704,109.42,Over-Exploited
21,373,3582,6823,6470,3889,60.11,Safe
21,373,3583,6474,5759,5114,88.8,Semi-Critical
21,373,3584,7242,6506,5321,81.79,Semi-Critical
21,373,3585,18467,15772,11706,74.22,Semi-Critical
21,373,3586,8243,7801,6755,86.59,Semi-Critical
21,373,3587,11990,10311,6804,65.99,Safe
21,373,3588,10160,9297,9865,106.11,Over-Exploited
21,373,3589,8134,7617,6808,89.38,Semi-Critical
34,598,6486,7070,6592,6116,92.78,Critical
34,599,6487,5359,4262,2428,56.97,Safe
34,600,6488,19895,14317,7416,51.8,Safe
34,600,6489,15233,11317,7650,67.6,Safe
34,600,6490,6141,4389,4111,93.67,Critical
34,601,6491,6635,4819,5094,105.71,Over-Exploited
3,27,210,18691,13946,9750,69.91,Safe
3,27,6621,9000,7067,6656,94.18,Critical
3,27,212,15135,12651,9226,72.93,Semi-Critical
3,27,215,17966,15772,9568,60.66,Safe
3,27,216,8361,6293,5773,91.74,Critical
3,27,218,11583,10055,9640,95.87,Critical
3,27,221,12835,11244,6094,54.2,Safe
3,27,223,16172,13578,8331,61.36,Safe
3,27,225,5006,4635,3459,74.63,Semi-Critical
3,605,341,8267,6016,3191,53.04,Safe
3,605,346,11564,8606,9037,105.01,Over-Exploited
3,605,348,14783,11932,9711,81.39,Semi-Critical
3,28,226,9928,7264,3521,48.47,Safe
3,28,227,16456,13848,7323,52.88,Safe
3,28,7333,7606,6081,6494,106.79,Over-Exploited
3,28,228,16411,12655,11601,91.67,Critical
3,28,229,10906,8097,7401,91.4,Critical
3,28,230,8273,6484,2922,45.06,Safe
3,28,231,12611,10744,11030,102.66,Over-Exploited
3,28,232,5913,4990,3545,71.04,Semi-Critical
3,28,233,7011,5194,4476,86.18,Semi-Critical
3,29,234,6442,4710,5048,107.18,Over-Exploited
3,29,7091,10546,7452,3502,46.99,Safe
3,29,235,16246,11422,8424,73.75,Semi-Critical
3,30,236,18790,17285,7514,43.47,Safe
3,30,237,16738,11905,8924,74.96,Semi-Critical
3,30,238,17413,15372,8863,57.66,Safe
3,30,239,19730,18112,18795,103.77,Over-Exploited
3,30,240,18104,13116,8905,67.89,Safe
3,651,241,16120,13042,11003,84.37,Semi-Critical
3,651,6735,6829,6423,6437,100.22,Over-Exploited
3,651,242,13767,12507,13614,108.85,Over-Exploited
3,651,246,11468,9431,7098,75.26,Semi-Critical
3,651,247,18703,16657,11976,71.9,Semi-Critical
3,31,243,5929,5385,2439,45.29,Safe
3,31,244,16951,13340,5454,40.88,Safe
3,31,245,8699,8029,6633,82.61,Semi-Critical
3,31,248,14655,11982,5341,44.58,Safe
3,31,249,16467,13699,9127,66.63,Safe
3,31,250,18120,17212,6928,40.25,Safe
3,32,252,6054,5514,4580,83.06,Semi-Critical
3,32,253,10744,8492,5925,69.77,Safe
3,32,254,6900,4847,2369,48.88,Safe
3,32,256,14649,12547,7621,60.74,Safe
3,32,257,11980,10494,8382,79.87,Semi-Critical
3,32,258,12069,10411,8950,85.97,Semi-Critical
3,32,259,14591,13744,9945,72.36,Semi-Critical
3,32,260,8415,7705,7418,96.28,Critical
3,32,261,5442,4420,2115,47.85,Safe
3,32,264,16842,12054,5534,45.91,Safe
3,32,265,11218,9187,3959,43.09,Safe
3,33,267,9652,8419,6525,77.5,Semi-Critical
3,33,268,12939,11023,9858,89.43,Semi-Critical
3,33,269,12833,10709,5262,49.14,Safe
3,33,270,14370,11743,9949,84.72,Semi-Critical
3,33,271,12597,9743,7150,73.39,Semi-Critical
3,33,272,19325,14867,16221,109.11,Over-Exploited
3,33,273,9458,7803,7040,90.22,Critical
3,33,274,11591,8579,7379,86.01,Semi-Critical
3,33,275,14449,11344,9067,79.93,Semi-Critical
3,33,276,16826,13141,14430,109.81,Over-Exploited
3,34,277,15033,12729,13827,108.63,Over-Exploited
3,34,278,7309,5238,4068,77.66,Semi-Critical
3,34,280,19138,17366,12479,71.86,Semi-Critical
3,34,279,11268,9471,6852,72.35,Semi-Critical
3,34,281,5910,5128,3588,69.97,Safe
3,34,6906,9340,8179,6314,77.2,Semi-Critical
3,34,282,17829,13779,8150,59.15,Safe
3,34,283,9009,7365,7724,104.87,Over-Exploited
3,34,284,11628,10919,8114,74.31,Semi-Critical
3,34,285,7169,6392,6324,98.94,Critical
3,34,286,7172,6758,4951,73.26,Semi-Critical
3,35,287,10668,9457,8537,90.27,Critical
